championAId,championAName,championALaneKillRate,championBId,championBName,championBLaneKillRate,laneKillDiff,favoredChampionId,favoredChampionName,favoredLaneKillRate,sampledDirections
kennen,Kennen,63.92,riven,Riven,36.08,27.84,kennen,Kennen,63.92,2
kennen,Kennen,48.36,rumble,Rumble,51.64,3.28,rumble,Rumble,51.64,2
kennen,Kennen,59.57,ryze,Ryze,40.43,19.14,kennen,Kennen,59.57,2
kennen,Kennen,60.19,sett,Sett,39.81,20.38,kennen,Kennen,60.19,2
kennen,Kennen,54.08,shen,Shen,45.92,8.16,kennen,Kennen,54.08,2
kennen,Kennen,62.81,singed,Singed,37.19,25.62,kennen,Kennen,62.81,2
kennen,Kennen,57.48,sion,Sion,42.52,14.96,kennen,Kennen,57.48,2
kennen,Kennen,51.56,tahmkench,Tahm Kench,48.44,3.12,kennen,Kennen,51.56,2
kennen,Kennen,59.11,teemo,Teemo,40.89,18.22,kennen,Kennen,59.11,2
kennen,Kennen,48.29,tryndamere,Tryndamere,51.71,3.42,tryndamere,Tryndamere,51.71,2
kennen,Kennen,44.21,urgot,Urgot,55.79,11.58,urgot,Urgot,55.79,2
kennen,Kennen,64.58,vayne,Vayne,35.42,29.16,kennen,Kennen,64.58,2
kennen,Kennen,42.86,vladimir,Vladimir,57.14,14.28,vladimir,Vladimir,57.14,2
kennen,Kennen,54.13,volibear,Volibear,45.87,8.26,kennen,Kennen,54.13,2
kennen,Kennen,53.79,warwick,Warwick,46.21,7.58,kennen,Kennen,53.79,2
kennen,Kennen,59.15,yasuo,Yasuo,40.85,18.3,kennen,Kennen,59.15,2
kennen,Kennen,63.6,yone,Yone,36.4,27.2,kennen,Kennen,63.6,2
kennen,Kennen,44.54,yorick,Yorick,55.46,10.92,yorick,Yorick,55.46,2
kennen,Kennen,62.54,zaahen,Zaahen,37.46,25.08,kennen,Kennen,62.54,2
kennen,Kennen,49.4,zac,Zac,50.6,1.2,zac,Zac,50.6,2
kled,Kled,49.53,ksante,K'Sante,50.47,0.94,ksante,K'Sante,50.47,2
kled,Kled,44.21,lissandra,Lissandra,55.79,11.58,lissandra,Lissandra,55.79,2
kled,Kled,53.99,locke,Locke,46.01,7.98,kled,Kled,53.99,2
kled,Kled,49.51,malphite,Malphite,50.49,0.98,malphite,Malphite,50.49,2
kled,Kled,67.47,monkeyking,Wukong,32.53,34.94,kled,Kled,67.47,2
kled,Kled,56.73,mordekaiser,Mordekaiser,43.27,13.46,kled,Kled,56.73,2
kled,Kled,60.23,nasus,Nasus,39.77,20.46,kled,Kled,60.23,2
kled,Kled,61.42,olaf,Olaf,38.58,22.84,kled,Kled,61.42,2
kled,Kled,54.55,ornn,Ornn,45.45,9.1,kled,Kled,54.55,2
kled,Kled,49.44,pantheon,Pantheon,50.56,1.12,pantheon,Pantheon,50.56,2
kled,Kled,47.62,poppy,Poppy,52.38,4.76,poppy,Poppy,52.38,2
kled,Kled,44.9,quinn,Quinn,55.1,10.2,quinn,Quinn,55.1,2
kled,Kled,52.91,renekton,Renekton,47.09,5.82,kled,Kled,52.91,2
kled,Kled,63.23,riven,Riven,36.77,26.46,kled,Kled,63.23,2
kled,Kled,53.18,rumble,Rumble,46.82,6.36,kled,Kled,53.18,2
kled,Kled,65.85,ryze,Ryze,34.15,31.7,kled,Kled,65.85,2
kled,Kled,50.85,sett,Sett,49.15,1.7,kled,Kled,50.85,2
kled,Kled,51.05,shen,Shen,48.95,2.1,kled,Kled,51.05,2
kled,Kled,60.3,singed,Singed,39.7,20.6,kled,Kled,60.3,2
kled,Kled,63.03,sion,Sion,36.97,26.06,kled,Kled,63.03,2
kled,Kled,42.86,tahmkench,Tahm Kench,57.14,14.28,tahmkench,Tahm Kench,57.14,2
kled,Kled,47.06,teemo,Teemo,52.94,5.88,teemo,Teemo,52.94,2
kled,Kled,60.79,tryndamere,Tryndamere,39.21,21.58,kled,Kled,60.79,2
kled,Kled,46.67,urgot,Urgot,53.33,6.66,urgot,Urgot,53.33,2
kled,Kled,56.45,vayne,Vayne,43.55,12.9,kled,Kled,56.45,2
kled,Kled,46.88,vladimir,Vladimir,53.13,6.25,vladimir,Vladimir,53.13,2
kled,Kled,59.83,volibear,Volibear,40.17,19.66,kled,Kled,59.83,2
kled,Kled,50.97,warwick,Warwick,49.03,1.94,kled,Kled,50.97,2
kled,Kled,55.78,yasuo,Yasuo,44.22,11.56,kled,Kled,55.78,2
kled,Kled,57.42,yone,Yone,42.58,14.84,kled,Kled,57.42,2
kled,Kled,53.58,yorick,Yorick,46.42,7.16,kled,Kled,53.58,2
kled,Kled,59.45,zaahen,Zaahen,40.55,18.9,kled,Kled,59.45,2
kled,Kled,42.67,zac,Zac,57.33,14.66,zac,Zac,57.33,2
ksante,K'Sante,50.46,lissandra,Lissandra,49.54,0.92,ksante,K'Sante,50.46,2
ksante,K'Sante,51.07,locke,Locke,48.93,2.14,ksante,K'Sante,51.07,2
ksante,K'Sante,51.5,malphite,Malphite,48.5,3.0,ksante,K'Sante,51.5,2
ksante,K'Sante,53.87,monkeyking,Wukong,46.13,7.74,ksante,K'Sante,53.87,2
ksante,K'Sante,60.96,mordekaiser,Mordekaiser,39.04,21.92,ksante,K'Sante,60.96,2
ksante,K'Sante,63.3,nasus,Nasus,36.7,26.6,ksante,K'Sante,63.3,2
ksante,K'Sante,59.3,olaf,Olaf,40.7,18.6,ksante,K'Sante,59.3,2
ksante,K'Sante,60.63,ornn,Ornn,39.37,21.26,ksante,K'Sante,60.63,2
ksante,K'Sante,50.28,pantheon,Pantheon,49.72,0.56,ksante,K'Sante,50.28,2
ksante,K'Sante,44.7,poppy,Poppy,55.3,10.6,poppy,Poppy,55.3,2
ksante,K'Sante,54.38,quinn,Quinn,45.62,8.76,ksante,K'Sante,54.38,2
ksante,K'Sante,56.24,renekton,Renekton,43.76,12.48,ksante,K'Sante,56.24,2
ksante,K'Sante,60.24,riven,Riven,39.76,20.48,ksante,K'Sante,60.24,2
ksante,K'Sante,57.24,rumble,Rumble,42.76,14.48,ksante,K'Sante,57.24,2
ksante,K'Sante,64.55,ryze,Ryze,35.45,29.1,ksante,K'Sante,64.55,2
ksante,K'Sante,54.38,sett,Sett,45.62,8.76,ksante,K'Sante,54.38,2
ksante,K'Sante,54.32,shen,Shen,45.68,8.64,ksante,K'Sante,54.32,2
ksante,K'Sante,64.67,singed,Singed,35.33,29.34,ksante,K'Sante,64.67,2
ksante,K'Sante,58.7,sion,Sion,41.3,17.4,ksante,K'Sante,58.7,2
ksante,K'Sante,54.4,tahmkench,Tahm Kench,45.6,8.8,ksante,K'Sante,54.4,2
ksante,K'Sante,59.43,teemo,Teemo,40.57,18.86,ksante,K'Sante,59.43,2
ksante,K'Sante,51.44,tryndamere,Tryndamere,48.56,2.88,ksante,K'Sante,51.44,2
ksante,K'Sante,57.9,urgot,Urgot,42.1,15.8,ksante,K'Sante,57.9,2
ksante,K'Sante,57.61,vayne,Vayne,42.39,15.22,ksante,K'Sante,57.61,2
ksante,K'Sante,51.43,vladimir,Vladimir,48.57,2.86,ksante,K'Sante,51.43,2
ksante,K'Sante,60.0,volibear,Volibear,40.0,20.0,ksante,K'Sante,60.0,2
ksante,K'Sante,55.86,warwick,Warwick,44.14,11.72,ksante,K'Sante,55.86,2
ksante,K'Sante,56.68,yasuo,Yasuo,43.32,13.36,ksante,K'Sante,56.68,2
ksante,K'Sante,57.78,yone,Yone,42.22,15.56,ksante,K'Sante,57.78,2
ksante,K'Sante,52.94,yorick,Yorick,47.06,5.88,ksante,K'Sante,52.94,2
ksante,K'Sante,57.18,zaahen,Zaahen,42.82,14.36,ksante,K'Sante,57.18,2
ksante,K'Sante,56.36,zac,Zac,43.64,12.72,ksante,K'Sante,56.36,2
lissandra,Lissandra,39.44,locke,Locke,60.56,21.12,locke,Locke,60.56,2
lissandra,Lissandra,46.46,malphite,Malphite,53.54,7.08,malphite,Malphite,53.54,2
lissandra,Lissandra,53.33,monkeyking,Wukong,46.67,6.66,lissandra,Lissandra,53.33,2
lissandra,Lissandra,47.8,mordekaiser,Mordekaiser,52.2,4.4,mordekaiser,Mordekaiser,52.2,2
lissandra,Lissandra,57.81,nasus,Nasus,42.19,15.62,lissandra,Lissandra,57.81,2
lissandra,Lissandra,56.22,olaf,Olaf,43.78,12.44,lissandra,Lissandra,56.22,2
lissandra,Lissandra,55.37,ornn,Ornn,44.63,10.74,lissandra,Lissandra,55.37,2
lissandra,Lissandra,59.55,pantheon,Pantheon,40.45,19.1,lissandra,Lissandra,59.55,2
lissandra,Lissandra,56.67,poppy,Poppy,43.33,13.34,lissandra,Lissandra,56.67,2
lissandra,Lissandra,30.0,quinn,Quinn,70.0,40.0,quinn,Quinn,70.0,2
lissandra,Lissandra,50.3,renekton,Renekton,49.7,0.6,lissandra,Lissandra,50.3,2
lissandra,Lissandra,56.57,riven,Riven,43.43,13.14,lissandra,Lissandra,56.57,2
lissandra,Lissandra,49.07,rumble,Rumble,50.93,1.86,rumble,Rumble,50.93,2
lissandra,Lissandra,52.7,ryze,Ryze,47.3,5.4,lissandra,Lissandra,52.7,2
lissandra,Lissandra,42.38,sett,Sett,57.62,15.24,sett,Sett,57.62,2
lissandra,Lissandra,43.1,shen,Shen,56.9,13.8,shen,Shen,56.9,2
lissandra,Lissandra,69.8,singed,Singed,30.2,39.6,lissandra,Lissandra,69.8,2
lissandra,Lissandra,55.31,sion,Sion,44.69,10.62,lissandra,Lissandra,55.31,2
lissandra,Lissandra,47.89,tahmkench,Tahm Kench,52.11,4.22,tahmkench,Tahm Kench,52.11,2
lissandra,Lissandra,52.89,teemo,Teemo,47.11,5.78,lissandra,Lissandra,52.89,2
lissandra,Lissandra,48.03,tryndamere,Tryndamere,51.97,3.94,tryndamere,Tryndamere,51.97,2
lissandra,Lissandra,47.06,urgot,Urgot,52.94,5.88,urgot,Urgot,52.94,2
lissandra,Lissandra,61.09,vayne,Vayne,38.91,22.18,lissandra,Lissandra,61.09,2
lissandra,Lissandra,48.28,vladimir,Vladimir,51.72,3.44,vladimir,Vladimir,51.72,2
lissandra,Lissandra,58.88,volibear,Volibear,41.12,17.76,lissandra,Lissandra,58.88,2
lissandra,Lissandra,64.44,warwick,Warwick,35.56,28.88,lissandra,Lissandra,64.44,2
lissandra,Lissandra,59.9,yasuo,Yasuo,40.1,19.8,lissandra,Lissandra,59.9,2
lissandra,Lissandra,59.97,yone,Yone,40.03,19.94,lissandra,Lissandra,59.97,2
lissandra,Lissandra,54.19,yorick,Yorick,45.81,8.38,lissandra,Lissandra,54.19,2
lissandra,Lissandra,57.87,zaahen,Zaahen,42.13,15.74,lissandra,Lissandra,57.87,2
lissandra,Lissandra,41.94,zac,Zac,58.06,16.12,zac,Zac,58.06,2
locke,Locke,50.75,malphite,Malphite,49.25,1.5,locke,Locke,50.75,2
locke,Locke,55.14,monkeyking,Wukong,44.86,10.28,locke,Locke,55.14,2
locke,Locke,57.73,mordekaiser,Mordekaiser,42.27,15.46,locke,Locke,57.73,2
locke,Locke,56.17,nasus,Nasus,43.83,12.34,locke,Locke,56.17,2
locke,Locke,51.07,olaf,Olaf,48.93,2.14,locke,Locke,51.07,2
locke,Locke,52.25,ornn,Ornn,47.75,4.5,locke,Locke,52.25,2
locke,Locke,59.76,pantheon,Pantheon,40.24,19.52,locke,Locke,59.76,2
locke,Locke,55.12,poppy,Poppy,44.88,10.24,locke,Locke,55.12,2
locke,Locke,66.22,quinn,Quinn,33.78,32.44,locke,Locke,66.22,2
locke,Locke,51.37,renekton,Renekton,48.63,2.74,locke,Locke,51.37,2
locke,Locke,55.59,riven,Riven,44.41,11.18,locke,Locke,55.59,2
locke,Locke,63.28,rumble,Rumble,36.72,26.56,locke,Locke,63.28,2
locke,Locke,64.45,ryze,Ryze,35.55,28.9,locke,Locke,64.45,2
locke,Locke,54.91,sett,Sett,45.09,9.82,locke,Locke,54.91,2
locke,Locke,52.5,shen,Shen,47.5,5.0,locke,Locke,52.5,2
locke,Locke,69.83,singed,Singed,30.17,39.66,locke,Locke,69.83,2
locke,Locke,56.96,sion,Sion,43.04,13.92,locke,Locke,56.96,2
locke,Locke,54.7,tahmkench,Tahm Kench,45.3,9.4,locke,Locke,54.7,2
locke,Locke,60.92,teemo,Teemo,39.08,21.84,locke,Locke,60.92,2
locke,Locke,50.37,tryndamere,Tryndamere,49.63,0.74,locke,Locke,50.37,2
locke,Locke,48.12,urgot,Urgot,51.88,3.76,urgot,Urgot,51.88,2
locke,Locke,62.89,vayne,Vayne,37.11,25.78,locke,Locke,62.89,2
locke,Locke,69.61,vladimir,Vladimir,30.39,39.22,locke,Locke,69.61,2
locke,Locke,58.29,volibear,Volibear,41.71,16.58,locke,Locke,58.29,2
locke,Locke,55.94,warwick,Warwick,44.06,11.88,locke,Locke,55.94,2
locke,Locke,56.8,yasuo,Yasuo,43.2,13.6,locke,Locke,56.8,2
locke,Locke,59.78,yone,Yone,40.22,19.56,locke,Locke,59.78,2
locke,Locke,51.13,yorick,Yorick,48.87,2.26,locke,Locke,51.13,2
locke,Locke,59.13,zaahen,Zaahen,40.87,18.26,locke,Locke,59.13,2
locke,Locke,54.48,zac,Zac,45.52,8.96,locke,Locke,54.48,2
malphite,Malphite,52.28,monkeyking,Wukong,47.72,4.56,malphite,Malphite,52.28,2
malphite,Malphite,53.8,mordekaiser,Mordekaiser,46.2,7.6,malphite,Malphite,53.8,2
malphite,Malphite,54.18,nasus,Nasus,45.82,8.36,malphite,Malphite,54.18,2
malphite,Malphite,55.59,olaf,Olaf,44.41,11.18,malphite,Malphite,55.59,2
malphite,Malphite,44.56,ornn,Ornn,55.44,10.88,ornn,Ornn,55.44,2
malphite,Malphite,64.02,pantheon,Pantheon,35.98,28.04,malphite,Malphite,64.02,2
malphite,Malphite,61.76,poppy,Poppy,38.24,23.52,malphite,Malphite,61.76,2
malphite,Malphite,71.22,quinn,Quinn,28.78,42.44,malphite,Malphite,71.22,2
malphite,Malphite,54.01,renekton,Renekton,45.99,8.02,malphite,Malphite,54.01,2
malphite,Malphite,63.14,riven,Riven,36.86,26.28,malphite,Malphite,63.14,2
malphite,Malphite,54.78,rumble,Rumble,45.22,9.56,malphite,Malphite,54.78,2
malphite,Malphite,59.38,ryze,Ryze,40.62,18.76,malphite,Malphite,59.38,2
malphite,Malphite,58.17,sett,Sett,41.83,16.34,malphite,Malphite,58.17,2
malphite,Malphite,48.38,shen,Shen,51.62,3.24,shen,Shen,51.62,2
malphite,Malphite,64.04,singed,Singed,35.96,28.08,malphite,Malphite,64.04,2
malphite,Malphite,53.5,sion,Sion,46.5,7.0,malphite,Malphite,53.5,2
malphite,Malphite,35.1,tahmkench,Tahm Kench,64.9,29.8,tahmkench,Tahm Kench,64.9,2
malphite,Malphite,62.26,teemo,Teemo,37.74,24.52,malphite,Malphite,62.26,2
malphite,Malphite,54.01,tryndamere,Tryndamere,45.99,8.02,malphite,Malphite,54.01,2
malphite,Malphite,53.05,urgot,Urgot,46.95,6.1,malphite,Malphite,53.05,2
malphite,Malphite,78.37,vayne,Vayne,21.63,56.74,malphite,Malphite,78.37,2
malphite,Malphite,47.68,vladimir,Vladimir,52.32,4.64,vladimir,Vladimir,52.32,2
malphite,Malphite,54.25,volibear,Volibear,45.75,8.5,malphite,Malphite,54.25,2
malphite,Malphite,50.11,warwick,Warwick,49.89,0.22,malphite,Malphite,50.11,2
malphite,Malphite,61.33,yasuo,Yasuo,38.67,22.66,malphite,Malphite,61.33,2
malphite,Malphite,61.32,yone,Yone,38.68,22.64,malphite,Malphite,61.32,2
malphite,Malphite,54.22,yorick,Yorick,45.78,8.44,malphite,Malphite,54.22,2
malphite,Malphite,66.59,zaahen,Zaahen,33.41,33.18,malphite,Malphite,66.59,2
malphite,Malphite,48.95,zac,Zac,51.05,2.1,zac,Zac,51.05,2
monkeyking,Wukong,49.85,mordekaiser,Mordekaiser,50.15,0.3,mordekaiser,Mordekaiser,50.15,2
monkeyking,Wukong,60.38,nasus,Nasus,39.62,20.76,monkeyking,Wukong,60.38,2
monkeyking,Wukong,57.84,olaf,Olaf,42.16,15.68,monkeyking,Wukong,57.84,2
monkeyking,Wukong,50.0,ornn,Ornn,50.0,0.0,,,,2
monkeyking,Wukong,54.15,pantheon,Pantheon,45.85,8.3,monkeyking,Wukong,54.15,2
monkeyking,Wukong,42.05,poppy,Poppy,57.95,15.9,poppy,Poppy,57.95,2
monkeyking,Wukong,50.0,quinn,Quinn,50.0,0.0,,,,2
monkeyking,Wukong,56.3,renekton,Renekton,43.7,12.6,monkeyking,Wukong,56.3,2
monkeyking,Wukong,57.44,riven,Riven,42.56,14.88,monkeyking,Wukong,57.44,2
monkeyking,Wukong,38.4,rumble,Rumble,61.6,23.2,rumble,Rumble,61.6,2
monkeyking,Wukong,54.17,ryze,Ryze,45.83,8.34,monkeyking,Wukong,54.17,2
monkeyking,Wukong,56.48,sett,Sett,43.52,12.96,monkeyking,Wukong,56.48,2
monkeyking,Wukong,51.18,shen,Shen,48.82,2.36,monkeyking,Wukong,51.18,2
monkeyking,Wukong,65.19,singed,Singed,34.81,30.38,monkeyking,Wukong,65.19,2
monkeyking,Wukong,48.35,sion,Sion,51.65,3.3,sion,Sion,51.65,2
monkeyking,Wukong,37.5,tahmkench,Tahm Kench,62.5,25.0,tahmkench,Tahm Kench,62.5,2
monkeyking,Wukong,62.59,teemo,Teemo,37.41,25.18,monkeyking,Wukong,62.59,2
monkeyking,Wukong,47.18,tryndamere,Tryndamere,52.82,5.64,tryndamere,Tryndamere,52.82,2
monkeyking,Wukong,65.49,urgot,Urgot,34.51,30.98,monkeyking,Wukong,65.49,2
monkeyking,Wukong,64.67,vayne,Vayne,35.33,29.34,monkeyking,Wukong,64.67,2
monkeyking,Wukong,39.47,vladimir,Vladimir,60.53,21.06,vladimir,Vladimir,60.53,2
monkeyking,Wukong,45.16,volibear,Volibear,54.84,9.68,volibear,Volibear,54.84,2
monkeyking,Wukong,46.58,warwick,Warwick,53.42,6.84,warwick,Warwick,53.42,2
monkeyking,Wukong,56.62,yasuo,Yasuo,43.38,13.24,monkeyking,Wukong,56.62,2
monkeyking,Wukong,60.21,yone,Yone,39.79,20.42,monkeyking,Wukong,60.21,2
monkeyking,Wukong,55.13,yorick,Yorick,44.87,10.26,monkeyking,Wukong,55.13,2
monkeyking,Wukong,55.43,zaahen,Zaahen,44.57,10.86,monkeyking,Wukong,55.43,2
monkeyking,Wukong,31.11,zac,Zac,68.89,37.78,zac,Zac,68.89,2
mordekaiser,Mordekaiser,55.72,nasus,Nasus,44.28,11.44,mordekaiser,Mordekaiser,55.72,2
mordekaiser,Mordekaiser,47.56,olaf,Olaf,52.44,4.88,olaf,Olaf,52.44,2
mordekaiser,Mordekaiser,46.66,ornn,Ornn,53.34,6.68,ornn,Ornn,53.34,2
mordekaiser,Mordekaiser,44.76,pantheon,Pantheon,55.24,10.48,pantheon,Pantheon,55.24,2
mordekaiser,Mordekaiser,44.13,poppy,Poppy,55.87,11.74,poppy,Poppy,55.87,2
mordekaiser,Mordekaiser,57.69,quinn,Quinn,42.31,15.38,mordekaiser,Mordekaiser,57.69,2
mordekaiser,Mordekaiser,53.08,renekton,Renekton,46.92,6.16,mordekaiser,Mordekaiser,53.08,2
mordekaiser,Mordekaiser,47.77,riven,Riven,52.23,4.46,riven,Riven,52.23,2
mordekaiser,Mordekaiser,55.07,rumble,Rumble,44.93,10.14,mordekaiser,Mordekaiser,55.07,2
mordekaiser,Mordekaiser,60.58,ryze,Ryze,39.42,21.16,mordekaiser,Mordekaiser,60.58,2
mordekaiser,Mordekaiser,49.12,sett,Sett,50.88,1.76,sett,Sett,50.88,2
mordekaiser,Mordekaiser,50.3,shen,Shen,49.7,0.6,mordekaiser,Mordekaiser,50.3,2
mordekaiser,Mordekaiser,59.64,singed,Singed,40.36,19.28,mordekaiser,Mordekaiser,59.64,2
mordekaiser,Mordekaiser,52.3,sion,Sion,47.7,4.6,mordekaiser,Mordekaiser,52.3,2
mordekaiser,Mordekaiser,46.86,tahmkench,Tahm Kench,53.14,6.28,tahmkench,Tahm Kench,53.14,2
mordekaiser,Mordekaiser,59.64,teemo,Teemo,40.36,19.28,mordekaiser,Mordekaiser,59.64,2
mordekaiser,Mordekaiser,54.2,tryndamere,Tryndamere,45.8,8.4,mordekaiser,Mordekaiser,54.2,2
mordekaiser,Mordekaiser,50.79,urgot,Urgot,49.21,1.58,mordekaiser,Mordekaiser,50.79,2
mordekaiser,Mordekaiser,62.91,vayne,Vayne,37.09,25.82,mordekaiser,Mordekaiser,62.91,2
mordekaiser,Mordekaiser,50.76,vladimir,Vladimir,49.24,1.52,mordekaiser,Mordekaiser,50.76,2
mordekaiser,Mordekaiser,50.18,volibear,Volibear,49.82,0.36,mordekaiser,Mordekaiser,50.18,2
mordekaiser,Mordekaiser,50.55,warwick,Warwick,49.45,1.1,mordekaiser,Mordekaiser,50.55,2
mordekaiser,Mordekaiser,54.37,yasuo,Yasuo,45.63,8.74,mordekaiser,Mordekaiser,54.37,2
mordekaiser,Mordekaiser,57.21,yone,Yone,42.79,14.42,mordekaiser,Mordekaiser,57.21,2
mordekaiser,Mordekaiser,46.16,yorick,Yorick,53.84,7.68,yorick,Yorick,53.84,2
mordekaiser,Mordekaiser,57.16,zaahen,Zaahen,42.84,14.32,mordekaiser,Mordekaiser,57.16,2
mordekaiser,Mordekaiser,48.42,zac,Zac,51.58,3.16,zac,Zac,51.58,2
nasus,Nasus,47.4,olaf,Olaf,52.6,5.2,olaf,Olaf,52.6,2
nasus,Nasus,39.25,ornn,Ornn,60.75,21.5,ornn,Ornn,60.75,2
nasus,Nasus,43.32,pantheon,Pantheon,56.68,13.36,pantheon,Pantheon,56.68,2
nasus,Nasus,43.75,poppy,Poppy,56.25,12.5,poppy,Poppy,56.25,2
nasus,Nasus,58.46,quinn,Quinn,41.54,16.92,nasus,Nasus,58.46,2
nasus,Nasus,43.57,renekton,Renekton,56.43,12.86,renekton,Renekton,56.43,2
nasus,Nasus,49.53,riven,Riven,50.47,0.94,riven,Riven,50.47,2
nasus,Nasus,48.89,rumble,Rumble,51.11,2.22,rumble,Rumble,51.11,2
nasus,Nasus,56.02,ryze,Ryze,43.98,12.04,nasus,Nasus,56.02,2
nasus,Nasus,52.13,sett,Sett,47.87,4.26,nasus,Nasus,52.13,2
nasus,Nasus,45.56,shen,Shen,54.44,8.88,shen,Shen,54.44,2
nasus,Nasus,50.59,singed,Singed,49.41,1.18,nasus,Nasus,50.59,2
nasus,Nasus,45.97,sion,Sion,54.03,8.06,sion,Sion,54.03,2
nasus,Nasus,32.72,tahmkench,Tahm Kench,67.28,34.56,tahmkench,Tahm Kench,67.28,2
nasus,Nasus,58.58,teemo,Teemo,41.42,17.16,nasus,Nasus,58.58,2
nasus,Nasus,39.71,tryndamere,Tryndamere,60.29,20.58,tryndamere,Tryndamere,60.29,2
nasus,Nasus,47.25,urgot,Urgot,52.75,5.5,urgot,Urgot,52.75,2
nasus,Nasus,64.73,vayne,Vayne,35.27,29.46,nasus,Nasus,64.73,2
nasus,Nasus,49.83,vladimir,Vladimir,50.17,0.34,vladimir,Vladimir,50.17,2
nasus,Nasus,48.99,volibear,Volibear,51.01,2.02,volibear,Volibear,51.01,2
nasus,Nasus,52.07,warwick,Warwick,47.93,4.14,nasus,Nasus,52.07,2
nasus,Nasus,52.81,yasuo,Yasuo,47.19,5.62,nasus,Nasus,52.81,2
nasus,Nasus,47.88,yone,Yone,52.12,4.24,yone,Yone,52.12,2
nasus,Nasus,43.99,yorick,Yorick,56.01,12.02,yorick,Yorick,56.01,2
nasus,Nasus,46.48,zaahen,Zaahen,53.52,7.04,zaahen,Zaahen,53.52,2
nasus,Nasus,34.97,zac,Zac,65.03,30.06,zac,Zac,65.03,2
olaf,Olaf,47.29,ornn,Ornn,52.71,5.42,ornn,Ornn,52.71,2
olaf,Olaf,50.86,pantheon,Pantheon,49.14,1.72,olaf,Olaf,50.86,2
olaf,Olaf,49.05,poppy,Poppy,50.95,1.9,poppy,Poppy,50.95,2
olaf,Olaf,61.97,quinn,Quinn,38.03,23.94,olaf,Olaf,61.97,2
olaf,Olaf,44.12,renekton,Renekton,55.88,11.76,renekton,Renekton,55.88,2
olaf,Olaf,53.5,riven,Riven,46.5,7.0,olaf,Olaf,53.5,2
olaf,Olaf,55.76,rumble,Rumble,44.24,11.52,olaf,Olaf,55.76,2
olaf,Olaf,50.5,ryze,Ryze,49.5,1.0,olaf,Olaf,50.5,2
olaf,Olaf,46.46,sett,Sett,53.54,7.08,sett,Sett,53.54,2
olaf,Olaf,53.13,shen,Shen,46.87,6.26,olaf,Olaf,53.13,2
olaf,Olaf,59.06,singed,Singed,40.94,18.12,olaf,Olaf,59.06,2
olaf,Olaf,51.78,sion,Sion,48.22,3.56,olaf,Olaf,51.78,2
olaf,Olaf,43.1,tahmkench,Tahm Kench,56.9,13.8,tahmkench,Tahm Kench,56.9,2
olaf,Olaf,59.37,teemo,Teemo,40.63,18.74,olaf,Olaf,59.37,2
olaf,Olaf,46.99,tryndamere,Tryndamere,53.01,6.02,tryndamere,Tryndamere,53.01,2
olaf,Olaf,53.3,urgot,Urgot,46.7,6.6,olaf,Olaf,53.3,2
olaf,Olaf,58.55,vayne,Vayne,41.45,17.1,olaf,Olaf,58.55,2
olaf,Olaf,46.31,vladimir,Vladimir,53.69,7.38,vladimir,Vladimir,53.69,2
olaf,Olaf,48.4,volibear,Volibear,51.6,3.2,volibear,Volibear,51.6,2
olaf,Olaf,48.59,warwick,Warwick,51.41,2.82,warwick,Warwick,51.41,2
olaf,Olaf,54.61,yasuo,Yasuo,45.39,9.22,olaf,Olaf,54.61,2
olaf,Olaf,54.76,yone,Yone,45.24,9.52,olaf,Olaf,54.76,2
olaf,Olaf,47.95,yorick,Yorick,52.05,4.1,yorick,Yorick,52.05,2
olaf,Olaf,54.5,zaahen,Zaahen,45.5,9.0,olaf,Olaf,54.5,2
olaf,Olaf,43.03,zac,Zac,56.97,13.94,zac,Zac,56.97,2
ornn,Ornn,55.54,pantheon,Pantheon,44.46,11.08,ornn,Ornn,55.54,2
ornn,Ornn,43.04,poppy,Poppy,56.96,13.92,poppy,Poppy,56.96,2
ornn,Ornn,61.21,quinn,Quinn,38.79,22.42,ornn,Ornn,61.21,2
ornn,Ornn,51.53,renekton,Renekton,48.47,3.06,ornn,Ornn,51.53,2
ornn,Ornn,60.49,riven,Riven,39.51,20.98,ornn,Ornn,60.49,2
ornn,Ornn,58.37,rumble,Rumble,41.63,16.74,ornn,Ornn,58.37,2
ornn,Ornn,66.07,ryze,Ryze,33.93,32.14,ornn,Ornn,66.07,2
ornn,Ornn,50.59,sett,Sett,49.41,1.18,ornn,Ornn,50.59,2
ornn,Ornn,52.6,shen,Shen,47.4,5.2,ornn,Ornn,52.6,2
ornn,Ornn,63.75,singed,Singed,36.25,27.5,ornn,Ornn,63.75,2
ornn,Ornn,60.13,sion,Sion,39.87,20.26,ornn,Ornn,60.13,2
ornn,Ornn,49.12,tahmkench,Tahm Kench,50.88,1.76,tahmkench,Tahm Kench,50.88,2
ornn,Ornn,61.68,teemo,Teemo,38.32,23.36,ornn,Ornn,61.68,2
ornn,Ornn,54.33,tryndamere,Tryndamere,45.67,8.66,ornn,Ornn,54.33,2
ornn,Ornn,55.03,urgot,Urgot,44.97,10.06,ornn,Ornn,55.03,2
ornn,Ornn,66.18,vayne,Vayne,33.82,32.36,ornn,Ornn,66.18,2
ornn,Ornn,56.49,vladimir,Vladimir,43.51,12.98,ornn,Ornn,56.49,2
ornn,Ornn,55.56,volibear,Volibear,44.44,11.12,ornn,Ornn,55.56,2
ornn,Ornn,46.2,warwick,Warwick,53.8,7.6,warwick,Warwick,53.8,2
